date;hour;datetime;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;wind_capacity;wind_generation_actual;wind_generation_forecast;solar_generation_forecast
2016-09-27;13;2016-09-27 13:00:00;28,28;28,3;-0,019999999999999574;39721;18950;48037;4616;2000;17482
2016-09-27;14;2016-09-27 14:00:00;27,91;26,58;1,3300000000000018;39721;17789;48037;5360;2533;16329
2016-09-27;15;2016-09-27 15:00:00;28,29;27,03;1,259999999999998;39721;14878;48037;6322;3049;13739
2016-09-27;16;2016-09-27 16:00:00;29,33;25,39;3,9399999999999977;39721;10427;48037;6678;3470;9654
2016-09-27;17;2016-09-27 17:00:00;38,91;31,69;7,219999999999995;39721;5181;48037;6186;3816;4878
2016-09-27;18;2016-09-27 18:00:00;45,2;39,99;5,210000000000001;39721;1074;48037;5847;4330;1031
2016-09-27;19;2016-09-27 19:00:00;48,97;46,14;2,8299999999999983;39721;19;48037;6866;5150;25
2016-09-27;20;2016-09-27 20:00:00;41,91;37,52;4,3899999999999935;39721;0;48037;8084;6077;0
2016-09-27;21;2016-09-27 21:00:00;29,94;28,56;1,3800000000000026;39721;0;48037;9456;7621;0
2016-09-27;22;2016-09-27 22:00:00;27,82;27,16;0,6600000000000001;39721;0;48037;10895;9343;0
2016-09-27;23;2016-09-27 23:00:00;24,36;24,32;0,03999999999999915;39721;0;48037;12132;10862;0
2016-09-28;00;2016-09-28 00:00:00;24,01;23,56;0,45000000000000284;39730;0;48093;12094;10995;0
2016-09-28;01;2016-09-28 01:00:00;21,03;21,69;-0,6600000000000001;39730;0;48093;13050;12258;0
2016-09-28;02;2016-09-28 02:00:00;16,19;17,55;-1,3599999999999994;39730;0;48093;13778;13315;0
2016-09-28;03;2016-09-28 03:00:00;14,66;18,8;-4,140000000000001;39730;0;48093;14505;14115;0
2016-09-28;04;2016-09-28 04:00:00;14,91;17,32;-2,41;39730;0;48093;15394;14936;0
2016-09-28;05;2016-09-28 05:00:00;19,89;25,7;-5,809999999999999;39730;0;48093;16420;15785;0
2016-09-28;06;2016-09-28 06:00:00;28,52;31,32;-2,8000000000000007;39730;2;48093;17348;16819;4
2016-09-28;07;2016-09-28 07:00:00;37,94;44,41;-6,469999999999999;39730;358;48093;18530;17853;466
2016-09-28;08;2016-09-28 08:00:00;38,1;44,22;-6,119999999999997;39730;2736;48093;19374;18490;3184
2016-09-28;09;2016-09-28 09:00:00;32,22;33,89;-1,6700000000000017;39730;6468;48093;19126;18724;7165
2016-09-28;10;2016-09-28 10:00:00;26,0;27,8;-1,8000000000000007;39730;10429;48093;19762;19262;11009
2016-09-28;11;2016-09-28 11:00:00;23,06;25,84;-2,780000000000001;39730;14042;48093;22076;20443;13898
2016-09-28;12;2016-09-28 12:00:00;19,79;16,4;3,3900000000000006;39730;15757;48093;23832;21598;15544
2016-09-28;13;2016-09-28 13:00:00;12,94;11,58;1,3599999999999994;39730;15624;48093;24708;22425;15667
2016-09-28;14;2016-09-28 14:00:00;12,95;10,53;2,42;39730;13704;48093;24758;23033;14431
2016-09-28;15;2016-09-28 15:00:00;16,84;14,46;2,379999999999999;39730;11000;48093;24458;23188;11951
2016-09-28;16;2016-09-28 16:00:00;22,67;23,19;-0,5199999999999996;39730;7352;48093;23184;22161;8310
2016-09-28;17;2016-09-28 17:00:00;26,45;31,05;-4,600000000000001;39730;3609;48093;20942;20659;4211
2016-09-28;18;2016-09-28 18:00:00;33,53;41,25;-7,719999999999999;39730;709;48093;18730;19075;913
2016-09-28;19;2016-09-28 19:00:00;39,59;51,33;-11,739999999999995;39730;15;48093;18117;18117;25
2016-09-28;20;2016-09-28 20:00:00;34,36;42,0;-7,640000000000001;39730;0;48093;18445;17721;0
2016-09-28;21;2016-09-28 21:00:00;28,14;30,47;-2,3299999999999983;39730;0;48093;18393;17823;0
2016-09-28;22;2016-09-28 22:00:00;24,41;24,02;0,39000000000000057;39730;0;48093;18202;17943;0
2016-09-28;23;2016-09-28 23:00:00;22,02;18,87;3,1499999999999986;39730;0;48093;18096;18094;0
2016-09-29;00;2016-09-29 00:00:00;19,93;16,42;3,509999999999998;39736;0;48158;17478;16683;0
2016-09-29;01;2016-09-29 01:00:00;16,1;17,53;-1,4299999999999997;39736;0;48158;17447;16559;0
2016-09-29;02;2016-09-29 02:00:00;18,63;23,72;-5,09;39736;0;48158;17374;16596;0
2016-09-29;03;2016-09-29 03:00:00;14,57;22,58;-8,009999999999998;39736;0;48158;17558;16819;0
2016-09-29;04;2016-09-29 04:00:00;14,15;20,23;-6,08;39736;0;48158;18015;17320;0
2016-09-29;05;2016-09-29 05:00:00;21,08;29,02;-7,940000000000001;39736;0;48158;18699;18119;0
2016-09-29;06;2016-09-29 06:00:00;28,93;31,83;-2,8999999999999986;39736;1;48158;19800;19023;3
2016-09-29;07;2016-09-29 07:00:00;37,97;42,29;-4,32;39736;373;48158;20177;19816;466
2016-09-29;08;2016-09-29 08:00:00;37,84;41,65;-3,809999999999995;39736;3299;48158;19934;20452;3434
2016-09-29;09;2016-09-29 09:00:00;28,42;34,84;-6,420000000000002;39736;8396;48158;19908;20852;7904
2016-09-29;10;2016-09-29 10:00:00;23,59;23,62;-0,030000000000001137;39736;13439;48158;20919;21399;12293
2016-09-29;11;2016-09-29 11:00:00;21,71;14,48;7,23;39736;17133;48158;22508;22301;15578
2016-09-29;12;2016-09-29 12:00:00;15,84;11,21;4,629999999999999;39736;19230;48158;24071;23365;17411
2016-09-29;13;2016-09-29 13:00:00;12,65;3,64;9,01;39736;19092;48158;24768;24314;17520
2016-09-29;14;2016-09-29 14:00:00;11,43;-2,9;14,33;39736;17062;48158;25760;24947;16038
2016-09-29;15;2016-09-29 15:00:00;12,66;0,8;11,86;39736;13960;48158;26685;25414;13169
2016-09-29;16;2016-09-29 16:00:00;14,78;3,88;10,899999999999999;39736;9715;48158;26535;25247;8999
2016-09-29;17;2016-09-29 17:00:00;24,61;19,69;4,919999999999998;39736;4660;48158;25525;24623;4334
2016-09-29;18;2016-09-29 18:00:00;29,1;31,72;-2,6199999999999974;39736;822;48158;24122;23659;842
2016-09-29;19;2016-09-29 19:00:00;37,91;38,88;-0,970000000000006;39736;7;48158;23248;22652;17
2016-09-29;20;2016-09-29 20:00:00;32,05;30,94;1,1099999999999959;39736;0;48158;22538;21953;0
2016-09-29;21;2016-09-29 21:00:00;25,03;24,64;0,39000000000000057;39736;0;48158;21989;21549;0
2016-09-29;22;2016-09-29 22:00:00;22,69;19,95;2,740000000000002;39736;0;48158;20620;20930;0
2016-09-29;23;2016-09-29 23:00:00;16,85;13,68;3,1700000000000017;39736;0;48158;19270;20088;0
2016-09-30;00;2016-09-30 00:00:00;23,79;27,24;-3,4499999999999993;39749;0;48231;17942;17376;0
2016-09-30;01;2016-09-30 01:00:00;23,32;25,58;-2,259999999999998;39749;0;48231;16552;16238;0
2016-09-30;02;2016-09-30 02:00:00;23,81;28,31;-4,5;39749;0;48231;15035;15203;0
2016-09-30;03;2016-09-30 03:00:00;23,09;26,93;-3,84;39749;0;48231;13101;14358;0
2016-09-30;04;2016-09-30 04:00:00;24,02;25,69;-1,6700000000000017;39749;0;48231;11763;13686;0
2016-09-30;05;2016-09-30 05:00:00;25,73;28,01;-2,280000000000001;39749;0;48231;10536;13056;0
2016-09-30;06;2016-09-30 06:00:00;39,68;48,79;-9,11;39749;1;48231;10196;12406;4
2016-09-30;07;2016-09-30 07:00:00;49,66;71,66;-22,0;39749;294;48231;9956;11782;386
2016-09-30;08;2016-09-30 08:00:00;49,97;66,95;-16,980000000000004;39749;2462;48231;9466;11197;2749
2016-09-30;09;2016-09-30 09:00:00;43,91;57,0;-13,090000000000003;39749;5955;48231;8894;10546;6304
2016-09-30;10;2016-09-30 10:00:00;39,96;53,59;-13,630000000000003;39749;9240;48231;8512;10099;9676
2016-09-30;11;2016-09-30 11:00:00;39,6;52,02;-12,420000000000002;39749;11988;48231;9262;10155;12093
2016-09-30;12;2016-09-30 12:00:00;37,9;48,36;-10,46;39749;13325;48231;11169;10593;13316
2016-09-30;13;2016-09-30 13:00:00;29,65;34,2;-4,550000000000004;39749;13119;48231;12082;11005;13175
2016-09-30;14;2016-09-30 14:00:00;29,37;34,46;-5,09;39749;11571;48231;11926;11092;11891
2016-09-30;15;2016-09-30 15:00:00;31,96;38,72;-6,759999999999998;39749;9310;48231;11300;10918;9691
2016-09-30;16;2016-09-30 16:00:00;31,19;41,68;-10,489999999999998;39749;6582;48231;10164;10506;6615
2016-09-30;17;2016-09-30 17:00:00;31,48;39,7;-8,220000000000002;39749;3248;48231;9301;9481;3170
2016-09-30;18;2016-09-30 18:00:00;37,99;41,0;-3,009999999999998;39749;632;48231;7618;8257;612
2016-09-30;19;2016-09-30 19:00:00;42,91;48,07;-5,160000000000004;39749;7;48231;7063;7349;9
2016-09-30;20;2016-09-30 20:00:00;38,97;41,6;-2,6300000000000026;39749;0;48231;7100;6741;0
2016-09-30;21;2016-09-30 21:00:00;31,9;36,44;-4,539999999999999;39749;0;48231;7148;6515;0
2016-09-30;22;2016-09-30 22:00:00;30,93;34,73;-3,799999999999997;39749;0;48231;6713;6301;0
2016-09-30;23;2016-09-30 23:00:00;28,43;32,72;-4,289999999999999;39749;0;48231;5734;6077;0
2016-10-01;00;2016-10-01 00:00:00;29,18;31,12;-1,9400000000000013;39749;0;48234;5184;6768;0
2016-10-01;01;2016-10-01 01:00:00;31,06;33,98;-2,919999999999998;39749;0;48234;4450;6215;0
2016-10-01;02;2016-10-01 02:00:00;26,0;28,53;-2,530000000000001;39749;0;48234;3590;5609;0
2016-10-01;03;2016-10-01 03:00:00;29,02;34,61;-5,59;39749;0;48234;2957;5111;0
2016-10-01;04;2016-10-01 04:00:00;25,94;27,9;-1,9599999999999973;39749;0;48234;3129;4731;0
2016-10-01;05;2016-10-01 05:00:00;29,13;30,55;-1,4200000000000017;39749;0;48234;3222;4514;0
2016-10-01;06;2016-10-01 06:00:00;32,55;35,79;-3,240000000000002;39749;1;48234;3513;4448;2
2016-10-01;07;2016-10-01 07:00:00;31,3;30,11;1,1900000000000013;39749;196;48234;3906;4350;252
2016-10-01;08;2016-10-01 08:00:00;38,38;28,97;9,410000000000004;39749;1933;48234;4295;4182;1855
2016-10-01;09;2016-10-01 09:00:00;38,96;32,75;6,210000000000001;39749;4677;48234;4116;3822;4296
2016-10-01;10;2016-10-01 10:00:00;39,94;33,33;6,609999999999999;39749;7117;48234;3430;3414;6706
2016-10-01;11;2016-10-01 11:00:00;39,21;34,41;4,800000000000004;39749;8846;48234;3336;3373;8577
2016-10-01;12;2016-10-01 12:00:00;34,07;35,42;-1,3500000000000014;39749;10147;48234;3444;3752;9629
2016-10-01;13;2016-10-01 13:00:00;30,53;32,58;-2,049999999999997;39749;10170;48234;3654;4208;9571
2016-10-01;14;2016-10-01 14:00:00;29,63;30,73;-1,1000000000000014;39749;9209;48234;3553;4457;8518
2016-10-01;15;2016-10-01 15:00:00;29,18;31,3;-2,120000000000001;39749;6770;48234;3482;4539;6778
2016-10-01;16;2016-10-01 16:00:00;29,44;35,82;-6,379999999999999;39749;4092;48234;3573;4582;4493
2016-10-01;17;2016-10-01 17:00:00;34,63;39,12;-4,489999999999995;39749;1762;48234;3871;4736;2132
2016-10-01;18;2016-10-01 18:00:00;39,93;47,19;-7,259999999999998;39749;334;48234;4452;5109;403
2016-10-01;19;2016-10-01 19:00:00;45,03;53,62;-8,589999999999996;39749;4;48234;5518;5607;5
2016-10-01;20;2016-10-01 20:00:00;40,06;44,5;-4,439999999999998;39749;0;48234;6658;5757;0
2016-10-01;21;2016-10-01 21:00:00;30,74;29,81;0,9299999999999997;39749;0;48234;7108;6097;0
2016-10-01;22;2016-10-01 22:00:00;28,84;28,94;-0,10000000000000142;39749;0;48234;7866;6507;0
2016-10-01;23;2016-10-01 23:00:00;32,47;31,56;0,9100000000000001;39749;0;48234;7722;6851;0
2016-10-02;00;2016-10-02 00:00:00;32,68;30,57;2,1099999999999994;39749;0;48234;7366;8375;0
2016-10-02;01;2016-10-02 01:00:00;27,04;27,83;-0,7899999999999991;39749;0;48234;7336;8725;0
2016-10-02;02;2016-10-02 02:00:00;26,28;26,98;-0,6999999999999993;39749;0;48234;7532;9005;0
2016-10-02;03;2016-10-02 03:00:00;25,13;25,99;-0,8599999999999994;39749;0;48234;7812;9149;0
2016-10-02;04;2016-10-02 04:00:00;24,9;23,62;1,2799999999999976;39749;0;48234;7813;9230;0
2016-10-02;05;2016-10-02 05:00:00;25,03;24,26;0,7699999999999996;39749;0;48234;7732;9364;0
2016-10-02;06;2016-10-02 06:00:00;25,43;24,87;0,5599999999999987;39749;1;48234;7840;9593;3
2016-10-02;07;2016-10-02 07:00:00;26,09;26,81;-0,7199999999999989;39749;183;48234;8283;9827;281
2016-10-02;08;2016-10-02 08:00:00;29,7;29,81;-0,10999999999999943;39749;2027;48234;8083;10034;2336
2016-10-02;09;2016-10-02 09:00:00;30,99;31,14;-0,15000000000000213;39749;5087;48234;7372;10278;5579
2016-10-02;10;2016-10-02 10:00:00;29,88;32,34;-2,4600000000000044;39749;7893;48234;7442;10705;8449
2016-10-02;11;2016-10-02 11:00:00;32,38;36,81;-4,43;39749;9650;48234;8525;11153;10376
2016-10-02;12;2016-10-02 12:00:00;29,11;34,47;-5,359999999999999;39749;9864;48234;9541;11385;11239
2016-10-02;13;2016-10-02 13:00:00;26,64;31,59;-4,949999999999999;39749;9655;48234;9182;11574;11108
2016-10-02;14;2016-10-02 14:00:00;25,01;29,13;-4,119999999999997;39749;9077;48234;8946;11664;10074
2016-10-02;15;2016-10-02 15:00:00;24,65;28,49;-3,84;39749;7535;48234;8477;11402;8218
2016-10-02;16;2016-10-02 16:00:00;25,06;28,51;-3,450000000000003;39749;5315;48234;7794;10908;5594
2016-10-02;17;2016-10-02 17:00:00;31,65;32,73;-1,0799999999999983;39749;2743;48234;6830;10280;2640
2016-10-02;18;2016-10-02 18:00:00;41,22;42,32;-1,1000000000000014;39749;490;48234;6038;9939;457
2016-10-02;19;2016-10-02 19:00:00;49,35;49,52;-0,1700000000000017;39749;6;48234;6536;10158;5
2016-10-02;20;2016-10-02 20:00:00;42,4;44,69;-2,289999999999999;39749;0;48234;6825;11337;0
2016-10-02;21;2016-10-02 21:00:00;34,78;37,11;-2,3299999999999983;39749;0;48234;6818;12089;0
2016-10-02;22;2016-10-02 22:00:00;29,94;32,83;-2,889999999999997;39749;0;48234;6817;12408;0
2016-10-02;23;2016-10-02 23:00:00;25,19;28,07;-2,879999999999999;39749;0;48234;7188;12593;0
2016-10-03;00;2016-10-03 00:00:00;30,81;25,99;4,82;39749;0;48242;7059;6485;0
2016-10-03;01;2016-10-03 01:00:00;26,11;23,88;2,2300000000000004;39749;0;48242;6949;6474;0
2016-10-03;02;2016-10-03 02:00:00;25,09;24,75;0,33999999999999986;39749;0;48242;6952;6375;0
2016-10-03;03;2016-10-03 03:00:00;24,54;24,62;-0,08000000000000185;39749;0;48242;6818;6251;0
2016-10-03;04;2016-10-03 04:00:00;24,59;25,73;-1,1400000000000006;39749;0;48242;6781;6047;0
2016-10-03;05;2016-10-03 05:00:00;25,78;25,82;-0,03999999999999915;39749;0;48242;6486;5795;0
2016-10-03;06;2016-10-03 06:00:00;36,12;26,2;9,919999999999998;39749;0;48242;6085;5627;1
2016-10-03;07;2016-10-03 07:00:00;40,96;26,41;14,55;39749;164;48242;6060;5587;219
2016-10-03;08;2016-10-03 08:00:00;38,19;29,8;8,389999999999997;39749;1633;48242;6225;5534;1921
2016-10-03;09;2016-10-03 09:00:00;39,76;31,51;8,249999999999996;39749;4373;48242;6326;5426;4782
2016-10-03;10;2016-10-03 10:00:00;32,6;31,3;1,3000000000000007;39749;7122;48242;6604;5339;7541
2016-10-03;11;2016-10-03 11:00:00;33,17;29,42;3,75;39749;9044;48242;6995;5455;9643
2016-10-03;12;2016-10-03 12:00:00;26,19;23,5;2,6900000000000013;39749;9837;48242;7320;5873;10817
2016-10-03;13;2016-10-03 13:00:00;25,33;23,06;2,2699999999999996;39749;10118;48242;7613;6441;10764
2016-10-03;14;2016-10-03 14:00:00;24,59;24,61;-0,019999999999999574;39749;9389;48242;8445;6919;9747
2016-10-03;15;2016-10-03 15:00:00;29,39;27,66;1,7300000000000004;39749;7479;48242;8572;7374;7951
2016-10-03;16;2016-10-03 16:00:00;31,04;30,7;0,33999999999999986;39749;4900;48242;8272;7750;5434
2016-10-03;17;2016-10-03 17:00:00;33,37;34,65;-1,2800000000000011;39749;2280;48242;8179;8011;2598
2016-10-03;18;2016-10-03 18:00:00;37,1;38,17;-1,0700000000000003;39749;359;48242;8314;8169;448
2016-10-03;19;2016-10-03 19:00:00;37,74;38,07;-0,3299999999999983;39749;4;48242;9324;8480;6
2016-10-03;20;2016-10-03 20:00:00;32,63;31,89;0,740000000000002;39749;0;48242;9806;9038;0
2016-10-03;21;2016-10-03 21:00:00;28,42;28,88;-0,4599999999999973;39749;0;48242;10202;9326;0
2016-10-03;22;2016-10-03 22:00:00;25,74;25,95;-0,21000000000000085;39749;0;48242;10376;9386;0
2016-10-03;23;2016-10-03 23:00:00;24,6;24,76;-0,16000000000000014;39749;0;48242;10516;9281;0
2016-10-04;00;2016-10-04 00:00:00;25,96;27,2;-1,2399999999999984;39752;0;48242;10450;9924;0
2016-10-04;01;2016-10-04 01:00:00;25,28;26,03;-0,75;39752;0;48242;10819;10306;0
2016-10-04;02;2016-10-04 02:00:00;24,05;26,0;-1,9499999999999993;39752;0;48242;11261;10822;0
2016-10-04;03;2016-10-04 03:00:00;22,03;22,23;-0,1999999999999993;39752;0;48242;11964;11316;0
2016-10-04;04;2016-10-04 04:00:00;23,25;19,54;3,710000000000001;39752;0;48242;12526;11775;0
2016-10-04;05;2016-10-04 05:00:00;25,54;21,58;3,960000000000001;39752;0;48242;13342;12041;0
2016-10-04;06;2016-10-04 06:00:00;30,04;29,36;0,6799999999999997;39752;0;48242;14166;12170;0
2016-10-04;07;2016-10-04 07:00:00;37,1;38,4;-1,2999999999999972;39752;142;48242;14618;12245;221
2016-10-04;08;2016-10-04 08:00:00;40,38;40,18;0,20000000000000284;39752;1696;48242;14740;12193;2112
2016-10-04;09;2016-10-04 09:00:00;36,78;35,02;1,759999999999998;39752;4541;48242;14752;12407;5282
2016-10-04;10;2016-10-04 10:00:00;32,37;32,12;0,25;39752;7480;48242;15603;13127;8309
2016-10-04;11;2016-10-04 11:00:00;28,71;32,18;-3,469999999999999;39752;9696;48242;16046;13444;10561
2016-10-04;12;2016-10-04 12:00:00;31,29;33,87;-2,5799999999999983;39752;11108;48242;16072;13159;11796
2016-10-04;13;2016-10-04 13:00:00;32,08;36,35;-4,270000000000003;39752;11525;48242;15804;12787;12046
2016-10-04;14;2016-10-04 14:00:00;31,99;38,25;-6,260000000000002;39752;11240;48242;15794;12759;11324
2016-10-04;15;2016-10-04 15:00:00;31,87;35,25;-3,379999999999999;39752;9532;48242;15620;13112;9474
2016-10-04;16;2016-10-04 16:00:00;30,49;32,49;-2,0000000000000036;39752;6692;48242;15650;13507;6446
2016-10-04;17;2016-10-04 17:00:00;35,7;34,54;1,1600000000000037;39752;3170;48242;15200;13663;2980
2016-10-04;18;2016-10-04 18:00:00;37,88;35,72;2,1600000000000037;39752;442;48242;14724;13857;460
2016-10-04;19;2016-10-04 19:00:00;39,09;40,06;-0,9699999999999989;39752;4;48242;15941;14532;4
2016-10-04;20;2016-10-04 20:00:00;30,21;29,14;1,0700000000000003;39752;0;48242;17074;15372;0
2016-10-04;21;2016-10-04 21:00:00;26,08;27,15;-1,0700000000000003;39752;0;48242;17750;15737;0
2016-10-04;22;2016-10-04 22:00:00;24,78;24,22;0,5600000000000023;39752;0;48242;17496;15613;0
2016-10-04;23;2016-10-04 23:00:00;24,93;22,73;2,1999999999999993;39752;0;48242;16629;15035;0
2016-10-05;00;2016-10-05 00:00:00;25,06;18,58;6,48;39754;0;48253;15584;14547;0
2016-10-05;01;2016-10-05 01:00:00;23,67;15,49;8,180000000000001;39754;0;48253;14892;13668;0
2016-10-05;02;2016-10-05 02:00:00;22,45;13,59;8,86;39754;0;48253;14731;12911;0
2016-10-05;03;2016-10-05 03:00:00;22,23;12,43;9,8;39754;0;48253;14781;12399;0
2016-10-05;04;2016-10-05 04:00:00;22,71;9,64;13,07;39754;0;48253;14479;12170;0
2016-10-05;05;2016-10-05 05:00:00;24,3;14,97;9,33;39754;0;48253;14180;12114;0
2016-10-05;06;2016-10-05 06:00:00;31,17;28,62;2,5500000000000007;39754;0;48253;14092;12203;1
2016-10-05;07;2016-10-05 07:00:00;42,45;35,36;7,090000000000003;39754;241;48253;14037;12356;344
2016-10-05;08;2016-10-05 08:00:00;41,97;37,81;4,159999999999997;39754;3394;48253;13333;12700;3524
2016-10-05;09;2016-10-05 09:00:00;30,14;28,7;1,4400000000000013;39754;8552;48253;12406;13288;8751
2016-10-05;10;2016-10-05 10:00:00;27,58;28,96;-1,3800000000000026;39754;13460;48253;13902;14264;12993
2016-10-05;11;2016-10-05 11:00:00;27,51;27,54;-0,029999999999997584;39754;15966;48253;15442;15239;15366
2016-10-05;12;2016-10-05 12:00:00;26,33;26,34;-0,010000000000001563;39754;16054;48253;15771;15690;16082
2016-10-05;13;2016-10-05 13:00:00;26,98;27,34;-0,35999999999999943;39754;15025;48253;15110;15791;15284
2016-10-05;14;2016-10-05 14:00:00;28,17;29,24;-1,0699999999999967;39754;13871;48253;14650;15879;13247
2016-10-05;15;2016-10-05 15:00:00;28,18;30,27;-2,09;39754;11037;48253;15516;15973;10358
2016-10-05;16;2016-10-05 16:00:00;29,99;29,43;0,5599999999999987;39754;7349;48253;16128;15969;6902
2016-10-05;17;2016-10-05 17:00:00;35,0;33,39;1,6099999999999994;39754;3325;48253;16609;15831;3138
2016-10-05;18;2016-10-05 18:00:00;42,2;39,38;2,8200000000000003;39754;483;48253;15848;15712;485
2016-10-05;19;2016-10-05 19:00:00;41,08;41,25;-0,1700000000000017;39754;3;48253;16366;15910;2
2016-10-05;20;2016-10-05 20:00:00;33,37;36,09;-2,720000000000006;39754;0;48253;17614;15959;0
2016-10-05;21;2016-10-05 21:00:00;27,67;29,78;-2,1099999999999994;39754;0;48253;18272;16196;0
2016-10-05;22;2016-10-05 22:00:00;26,98;27,16;-0,17999999999999972;39754;0;48253;18057;16262;0
2016-10-05;23;2016-10-05 23:00:00;25,02;26,11;-1,0899999999999999;39754;0;48253;17797;16054;0
2016-10-06;00;2016-10-06 00:00:00;13,65;20,13;-6,479999999999999;39755;0;48253;17854;17531;0
2016-10-06;01;2016-10-06 01:00:00;17,1;21,85;-4,75;39755;0;48253;18103;17485;0
2016-10-06;02;2016-10-06 02:00:00;16,05;20,09;-4,039999999999999;39755;0;48253;17910;17490;0
2016-10-06;03;2016-10-06 03:00:00;12,3;19,52;-7,219999999999999;39755;0;48253;17618;17369;0
2016-10-06;04;2016-10-06 04:00:00;19,55;23,51;-3,960000000000001;39755;0;48253;17401;17119;0
2016-10-06;05;2016-10-06 05:00:00;24,06;27,32;-3,2600000000000016;39755;0;48253;17615;16992;0
2016-10-06;06;2016-10-06 06:00:00;27,63;30,01;-2,3800000000000026;39755;0;48253;17605;16839;0
2016-10-06;07;2016-10-06 07:00:00;33,19;30,97;2,219999999999999;39755;39;48253;16879;16655;59
2016-10-06;08;2016-10-06 08:00:00;32,57;38,42;-5,850000000000001;39755;655;48253;16009;16535;632
2016-10-06;09;2016-10-06 09:00:00;36,19;41,32;-5,130000000000003;39755;1984;48253;14890;16434;1796
2016-10-06;10;2016-10-06 10:00:00;36,45;46,48;-10,029999999999994;39755;3372;48253;14611;16349;2924
2016-10-06;11;2016-10-06 11:00:00;36,77;45,63;-8,86;39755;4058;48253;14185;16335;3676
2016-10-06;12;2016-10-06 12:00:00;36,97;43,65;-6,68;39755;4451;48253;13663;16267;3990
2016-10-06;13;2016-10-06 13:00:00;36,44;42,5;-6,060000000000002;39755;4448;48253;13460;16138;3959
2016-10-06;14;2016-10-06 14:00:00;34,18;39,03;-4,850000000000001;39755;3878;48253;13293;16021;3576
2016-10-06;15;2016-10-06 15:00:00;34,06;37,65;-3,5899999999999963;39755;3146;48253;13427;15719;2860
2016-10-06;16;2016-10-06 16:00:00;33,42;36,05;-2,6299999999999955;39755;2030;48253;13510;15209;1845
2016-10-06;17;2016-10-06 17:00:00;42,42;48,02;-5,600000000000001;39755;824;48253;13737;14737;812
2016-10-06;18;2016-10-06 18:00:00;42,47;49,87;-7,399999999999999;39755;108;48253;13696;14354;131
2016-10-06;19;2016-10-06 19:00:00;49,69;61,7;-12,010000000000005;39755;0;48253;13610;13998;0
2016-10-06;20;2016-10-06 20:00:00;40,02;44,38;-4,359999999999999;39755;0;48253;13158;13380;0
2016-10-06;21;2016-10-06 21:00:00;34,23;37,29;-3,0600000000000023;39755;0;48253;12060;12565;0
2016-10-06;22;2016-10-06 22:00:00;30,68;33,37;-2,6899999999999977;39755;0;48253;10845;11736;0
2016-10-06;23;2016-10-06 23:00:00;28,43;32,67;-4,240000000000002;39755;0;48253;9925;11024;0
2016-10-07;00;2016-10-07 00:00:00;28,87;33,45;-4,580000000000002;39758;0;48261;8926;11458;0
2016-10-07;01;2016-10-07 01:00:00;26,9;32,58;-5,68;39758;0;48261;8520;10934;0
2016-10-07;02;2016-10-07 02:00:00;26,98;32,29;-5,309999999999999;39758;0;48261;8395;10327;0
2016-10-07;03;2016-10-07 03:00:00;27,59;31,23;-3,6400000000000006;39758;0;48261;7787;9701;0
2016-10-07;04;2016-10-07 04:00:00;27,96;31,44;-3,4800000000000004;39758;0;48261;7416;9193;0
2016-10-07;05;2016-10-07 05:00:00;29,93;34,36;-4,43;39758;0;48261;7086;8817;0
2016-10-07;06;2016-10-07 06:00:00;42,28;50,35;-8,07;39758;0;48261;6675;8565;0
2016-10-07;07;2016-10-07 07:00:00;42,0;48,45;-6,450000000000003;39758;54;48261;6620;8367;92
2016-10-07;08;2016-10-07 08:00:00;45,58;64,51;-18,930000000000007;39758;764;48261;6686;8174;919
2016-10-07;09;2016-10-07 09:00:00;45,05;57,75;-12,700000000000003;39758;2474;48261;6362;8038;2467
2016-10-07;10;2016-10-07 10:00:00;46,53;57,07;-10,54;39758;4531;48261;6106;7953;4285
2016-10-07;11;2016-10-07 11:00:00;52,32;60,02;-7,700000000000003;39758;6096;48261;5880;7679;5994
2016-10-07;12;2016-10-07 12:00:00;53,07;59,18;-6,109999999999999;39758;6996;48261;5502;7148;7239
2016-10-07;13;2016-10-07 13:00:00;47,11;57,46;-10,350000000000001;39758;7198;48261;5184;6762;7557
2016-10-07;14;2016-10-07 14:00:00;44,06;58,16;-14,099999999999994;39758;6412;48261;5190;6667;7076
2016-10-07;15;2016-10-07 15:00:00;42,47;52,08;-9,61;39758;4973;48261;5234;6553;5866
2016-10-07;16;2016-10-07 16:00:00;41,98;52,05;-10,07;39758;3067;48261;5115;6516;3894
2016-10-07;17;2016-10-07 17:00:00;38,49;50,53;-12,04;39758;1255;48261;4922;6538;1702
2016-10-07;18;2016-10-07 18:00:00;41,94;57,57;-15,630000000000003;39758;150;48261;5200;6756;232
2016-10-07;19;2016-10-07 19:00:00;42,46;58,62;-16,159999999999997;39758;0;48261;5803;7083;1
2016-10-07;20;2016-10-07 20:00:00;33,1;41,96;-8,86;39758;0;48261;6078;7150;0
2016-10-07;21;2016-10-07 21:00:00;30,53;34,96;-4,43;39758;0;48261;6631;7112;0
2016-10-07;22;2016-10-07 22:00:00;31,12;37,29;-6,169999999999998;39758;0;48261;6365;7039;0
2016-10-07;23;2016-10-07 23:00:00;32,97;39,61;-6,640000000000001;39758;0;48261;5852;6856;0
