date;hour;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
31.05.2016;'02 - 03;16,44;16,52;-0,08;39382;0;0;0;0;46041;8139;0.1768;8507;-368
31.05.2016;'03 - 04;16,09;17,19;-1,1;39382;0;0;0;0;46041;7410;0.161;7916;-506
31.05.2016;'04 - 05;17,31;16,64;0,67;39382;1;0;4;-3;46041;6867;0.1492;7308;-441
31.05.2016;'05 - 06;20,98;22,04;-1,06;39382;242;0.0061;267;-25;46041;6286;0.1366;6832;-546
31.05.2016;'06 - 07;24,52;34,26;-9,74;39382;1552;0.0394;1735;-183;46041;5496;0.1194;6141;-645
31.05.2016;'07 - 08;32,93;41,57;-8,64;39382;4310;0.1094;4611;-301;46041;4574;0.0994;5294;-720
31.05.2016;'08 - 09;35,81;46,86;-11,05;39382;8156;0.2071;8305;-149;46041;3570;0.0775;4713;-1143
31.05.2016;'09 - 10;35,47;43,37;-7,9;39382;11729;0.2978;11882;-153;46041;3306;0.0718;4511;-1205
31.05.2016;'10 - 11;34,94;41,01;-6,07;39382;14163;0.3596;14494;-331;46041;3268;0.071;4313;-1045
31.05.2016;'11 - 12;35,8;39,23;-3,43;39382;15052;0.3822;15984;-932;46041;3140;0.0682;4092;-952
31.05.2016;'12 - 13;32,78;38,16;-5,38;39382;15302;0.3886;16386;-1084;46041;2764;0.06;3923;-1159
31.05.2016;'13 - 14;30,94;37,64;-6,7;39382;15273;0.3878;16463;-1190;46041;2631;0.0571;3753;-1122
31.05.2016;'14 - 15;30,57;37,05;-6,48;39382;14863;0.3774;15824;-961;46041;2557;0.0556;3551;-994
31.05.2016;'15 - 16;28,82;37,19;-8,37;39382;13350;0.3389;14307;-957;46041;2865;0.0622;3396;-531
31.05.2016;'16 - 17;29,26;35,51;-6,25;39382;11023;0.2799;11858;-835;46041;3159;0.0686;3262;-103
31.05.2016;'17 - 18;32,37;35,46;-3,09;39382;8200;0.2082;8839;-639;46041;3800;0.0825;3177;623
31.05.2016;'18 - 19;34,94;37,14;-2,2;39382;4983;0.1265;5527;-544;46041;4077;0.0886;3199;878
31.05.2016;'19 - 20;35,92;36,91;-0,99;39382;2468;0.0626;2690;-222;46041;4241;0.0921;3226;1015
31.05.2016;'20 - 21;32,95;35,65;-2,7;39382;696;0.0177;751;-55;46041;4064;0.0883;3357;707
31.05.2016;'21 - 22;31,98;32,63;-0,65;39382;43;0.0011;39;4;46041;4278;0.0929;3743;535
31.05.2016;'22 - 23;30,78;36,29;-5,51;39382;0;0;0;0;46041;4413;0.0958;4118;295
31.05.2016;'23 - 24;26,15;29,59;-3,44;39382;0;0;0;0;46041;4760;0.1034;4354;406
01.06.2016;'00 - 01;24;24,67;-0,67;39384;0;0;0;0;46062;4972;0.1079;5663;-691
01.06.2016;'01 - 02;22,23;22,19;0,04;39384;0;0;0;0;46062;5542;0.1203;5859;-317
01.06.2016;'02 - 03;21,07;21,99;-0,92;39384;0;0;0;0;46062;5412;0.1175;6034;-622
01.06.2016;'03 - 04;20,08;20,11;-0,03;39384;0;0;0;0;46062;5319;0.1155;6112;-793
01.06.2016;'04 - 05;20,18;18,2;1,98;39384;1;0;1;0;46062;5506;0.1196;6133;-627
01.06.2016;'05 - 06;23,1;20,88;2,22;39384;144;0.0036;152;-8;46062;5466;0.1186;6181;-715
01.06.2016;'06 - 07;29,9;24,2;5,7;39384;1024;0.026;1047;-23;46062;4840;0.1051;6207;-1367
01.06.2016;'07 - 08;37,49;35,27;2,22;39384;2714;0.0689;2848;-134;46062;4349;0.0944;6200;-1851
01.06.2016;'08 - 09;40,87;38,83;2,04;39384;4796;0.1218;5023;-227;46062;4223;0.0917;6216;-1993
01.06.2016;'09 - 10;41;40,28;0,72;39384;6928;0.1759;7159;-231;46062;4548;0.0987;6375;-1827
01.06.2016;'10 - 11;40,44;39,29;1,15;39384;8741;0.222;8934;-193;46062;5391;0.117;6662;-1271
01.06.2016;'11 - 12;40,51;40,62;-0,11;39384;9984;0.2535;10264;-280;46062;6141;0.1333;7147;-1006
01.06.2016;'12 - 13;36,64;37,09;-0,45;39384;10712;0.272;11185;-473;46062;7010;0.1521;7908;-898
01.06.2016;'13 - 14;32,11;31,95;0,16;39384;10961;0.2783;11438;-477;46062;8250;0.1791;8698;-448
01.06.2016;'14 - 15;30,9;31,27;-0,37;39384;10588;0.2689;11017;-429;46062;9155;0.1988;9339;-184
01.06.2016;'15 - 16;28,96;27,18;1,78;39384;10356;0.2629;10009;347;46062;10272;0.223;9846;426
01.06.2016;'16 - 17;28,12;25,07;3,05;39384;8953;0.2273;8548;405;46062;10764;0.2337;10106;658
01.06.2016;'17 - 18;30,11;28,56;1,55;39384;6658;0.169;6571;87;46062;10290;0.2234;10227;63
01.06.2016;'18 - 19;32,66;31,48;1,18;39384;4126;0.1048;4253;-127;46062;9812;0.213;10120;-308
01.06.2016;'19 - 20;32,92;33,6;-0,68;39384;1904;0.0484;2150;-246;46062;9470;0.2056;9978;-508
01.06.2016;'20 - 21;30,95;34;-3,05;39384;487;0.0124;599;-112;46062;8960;0.1945;9973;-1013
01.06.2016;'21 - 22;29,57;33,9;-4,33;39384;37;0.0009;32;5;46062;8926;0.1938;9822;-896
01.06.2016;'22 - 23;30,9;34,04;-3,14;39384;0;0;0;0;46062;8627;0.1873;9624;-997
01.06.2016;'23 - 24;26,64;29,65;-3,01;39384;0;0;0;0;46062;7972;0.1731;9379;-1407
02.06.2016;'00 - 01;21,96;21,15;0,81;39386;0;0;0;0;46083;7429;0.1612;7852;-423
02.06.2016;'01 - 02;20,75;19,16;1,59;39386;0;0;0;0;46083;6608;0.1434;7286;-678
02.06.2016;'02 - 03;20,06;19,6;0,46;39386;0;0;0;0;46083;5591;0.1213;6718;-1127
02.06.2016;'03 - 04;20;17,59;2,41;39386;0;0;0;0;46083;5079;0.1102;6197;-1118
02.06.2016;'04 - 05;20;16,71;3,29;39386;2;0;5;-3;46083;4817;0.1046;5693;-876
02.06.2016;'05 - 06;22,37;18,82;3,55;39386;200;0.0051;237;-37;46083;4539;0.0985;5162;-623
02.06.2016;'06 - 07;29,03;29,26;-0,23;39386;1173;0.0298;1433;-260;46083;4486;0.0974;4552;-66
02.06.2016;'07 - 08;37,97;43,33;-5,36;39386;2832;0.0719;3744;-912;46083;4074;0.0884;4011;63
02.06.2016;'08 - 09;39,54;48,33;-8,79;39386;4896;0.1243;6564;-1668;46083;3594;0.078;3643;-49
02.06.2016;'09 - 10;37,98;53,8;-15,82;39386;7375;0.1872;9567;-2192;46083;3737;0.0811;3446;291
02.06.2016;'10 - 11;37,09;50,35;-13,26;39386;9850;0.2501;12225;-2375;46083;3806;0.0826;3404;402
02.06.2016;'11 - 12;36,37;43,9;-7,53;39386;12123;0.3078;14149;-2026;46083;3804;0.0825;3547;257
02.06.2016;'12 - 13;32,08;40,07;-7,99;39386;13778;0.3498;15310;-1532;46083;4250;0.0922;3846;404
02.06.2016;'13 - 14;28,67;36,18;-7,51;39386;14200;0.3605;15697;-1497;46083;4698;0.102;4174;524
02.06.2016;'14 - 15;26,68;32,14;-5,46;39386;13461;0.3418;15147;-1686;46083;5143;0.1116;4444;699
02.06.2016;'15 - 16;25,95;32,28;-6,33;39386;12171;0.309;13607;-1436;46083;5738;0.1245;4767;971
02.06.2016;'16 - 17;25,92;31,24;-5,32;39386;11200;0.2844;11265;-65;46083;5825;0.1264;5079;746
02.06.2016;'17 - 18;28,22;33,49;-5,27;39386;8704;0.221;8341;363;46083;5332;0.1157;5259;73
02.06.2016;'18 - 19;31,84;37,24;-5,4;39386;5468;0.1389;5272;196;46083;4950;0.1074;5280;-330
02.06.2016;'19 - 20;32,96;39,07;-6,11;39386;2675;0.0679;2623;52;46083;4446;0.0965;5084;-638
02.06.2016;'20 - 21;31,96;37,86;-5,9;39386;734;0.0186;764;-30;46083;4100;0.089;4826;-726
02.06.2016;'21 - 22;29,46;34,59;-5,13;39386;53;0.0013;41;12;46083;4205;0.0912;5024;-819
02.06.2016;'22 - 23;29,16;35,3;-6,14;39386;0;0;0;0;46083;4207;0.0913;5402;-1195
02.06.2016;'23 - 24;24,59;28,57;-3,98;39386;0;0;0;0;46083;4099;0.089;5676;-1577
03.06.2016;'00 - 01;24,1;27,27;-3,17;39388;0;0;0;0;46110;3924;0.0851;5777;-1853
03.06.2016;'01 - 02;21,68;25,14;-3,46;39388;0;0;0;0;46110;3919;0.085;5662;-1743
03.06.2016;'02 - 03;21,22;25,1;-3,88;39388;0;0;0;0;46110;4064;0.0881;5429;-1365
03.06.2016;'03 - 04;20,64;21,46;-0,82;39388;0;0;0;0;46110;4114;0.0892;5127;-1013
03.06.2016;'04 - 05;20,9;19,67;1,23;39388;2;0;5;-3;46110;3937;0.0854;4814;-877
03.06.2016;'05 - 06;22,5;24,2;-1,7;39388;228;0.0058;250;-22;46110;3663;0.0794;4489;-826
03.06.2016;'06 - 07;27,46;30,19;-2,73;39388;1444;0.0367;1601;-157;46110;3176;0.0689;4018;-842
03.06.2016;'07 - 08;35,45;39,09;-3,64;39388;3838;0.0975;4194;-356;46110;2344;0.0508;3511;-1167
03.06.2016;'08 - 09;40,08;49,69;-9,61;39388;6819;0.1731;7263;-444;46110;1706;0.037;3256;-1550
03.06.2016;'09 - 10;39,93;47,48;-7,55;39388;10228;0.2597;10362;-134;46110;1928;0.0418;3317;-1389
03.06.2016;'10 - 11;36,44;41,54;-5,1;39388;13003;0.3302;12985;18;46110;3028;0.0657;3570;-542
03.06.2016;'11 - 12;35,64;36,42;-0,78;39388;15014;0.3812;14779;235;46110;4149;0.09;4008;141
03.06.2016;'12 - 13;30,92;30,26;0,66;39388;16386;0.416;15747;639;46110;4907;0.1064;4527;380
03.06.2016;'13 - 14;27,77;26,97;0,8;39388;16437;0.4173;15844;593;46110;5236;0.1135;4985;251
03.06.2016;'14 - 15;25,28;26,21;-0,93;39388;15611;0.3964;15035;576;46110;5702;0.1236;5234;468
03.06.2016;'15 - 16;25,26;26,49;-1,23;39388;14251;0.3618;13545;706;46110;6460;0.1401;5435;1025
03.06.2016;'16 - 17;25,49;27,1;-1,61;39388;11861;0.3011;11347;514;46110;6318;0.137;5709;609
03.06.2016;'17 - 18;28;28,49;-0,49;39388;9016;0.2289;8395;621;46110;6382;0.1384;5695;687
03.06.2016;'18 - 19;31,82;30,39;1,43;39388;5549;0.1409;5163;386;46110;5913;0.1282;5266;647
03.06.2016;'19 - 20;33,61;30,58;3,03;39388;2718;0.069;2487;231;46110;4959;0.1076;4819;140
03.06.2016;'20 - 21;31,98;29,81;2,17;39388;762;0.0194;738;24;46110;4129;0.0895;4521;-392
03.06.2016;'21 - 22;30,66;29,19;1,47;39388;46;0.0012;48;-2;46110;4443;0.0964;4738;-295
03.06.2016;'22 - 23;32,16;30,19;1,97;39388;0;0;0;0;46110;4396;0.0953;5050;-654
03.06.2016;'23 - 24;28,94;27,41;1,53;39388;0;0;0;0;46110;4234;0.0919;5187;-953
04.06.2016;'00 - 01;23,72;25,55;-1,83;39389;0;0;0;0;46110;3752;0.0814;5081;-1329
04.06.2016;'01 - 02;23,21;24,16;-0,95;39389;0;0;0;0;46110;3386;0.0734;4748;-1362
04.06.2016;'02 - 03;21,63;22,78;-1,15;39389;0;0;0;0;46110;3175;0.0689;4436;-1261
04.06.2016;'03 - 04;21,29;22,39;-1,1;39389;0;0;0;0;46110;2806;0.0608;4080;-1274
04.06.2016;'04 - 05;21,26;22,21;-0,95;39389;3;0.0001;6;-3;46110;2547;0.0552;3672;-1125
04.06.2016;'05 - 06;21,3;21,68;-0,38;39389;300;0.0076;305;-5;46110;2225;0.0482;3158;-933
04.06.2016;'06 - 07;21,53;22,43;-0,9;39389;1733;0.044;1742;-9;46110;1851;0.0402;2478;-627
04.06.2016;'07 - 08;23,5;23,01;0,49;39389;4692;0.1191;4732;-40;46110;1141;0.0247;1682;-541
04.06.2016;'08 - 09;27,49;24,66;2,83;39389;8480;0.2153;8564;-84;46110;570;0.0124;1071;-501
04.06.2016;'09 - 10;28,98;31,32;-2,34;39389;12736;0.3234;12413;323;46110;509;0.0111;927;-418
04.06.2016;'10 - 11;26,56;30,16;-3,6;39389;16574;0.4208;15561;1013;46110;747;0.0162;1024;-277
04.06.2016;'11 - 12;26,91;28,36;-1,45;39389;18794;0.4772;17523;1271;46110;1169;0.0254;1241;-72
04.06.2016;'12 - 13;25,73;26,59;-0,86;39389;19918;0.5057;18424;1494;46110;1541;0.0334;1537;4
04.06.2016;'13 - 14;22,78;25,7;-2,92;39389;19704;0.5002;18580;1124;46110;1708;0.037;1848;-140
04.06.2016;'14 - 15;21,58;28,02;-6,44;39389;18826;0.478;17688;1138;46110;2013;0.0436;2171;-158
04.06.2016;'15 - 16;21,41;27,76;-6,35;39389;16881;0.4286;15693;1188;46110;2430;0.0527;2532;-102
04.06.2016;'16 - 17;21,53;27,57;-6,04;39389;14079;0.3574;12985;1094;46110;2978;0.0646;2873;105
04.06.2016;'17 - 18;25,29;27,5;-2,21;39389;10295;0.2614;9605;690;46110;3328;0.0721;3177;151
04.06.2016;'18 - 19;28,19;29,04;-0,85;39389;6364;0.1616;5977;387;46110;3348;0.0726;3471;-123
04.06.2016;'19 - 20;30,07;31,17;-1,1;39389;3086;0.0784;2927;159;46110;3416;0.0741;3621;-205
04.06.2016;'20 - 21;29,87;32,16;-2,29;39389;897;0.0228;847;50;46110;2854;0.0619;3544;-690
04.06.2016;'21 - 22;29,88;32,37;-2,49;39389;60;0.0016;53;7;46110;2888;0.0627;3630;-742
04.06.2016;'22 - 23;30,99;34,06;-3,07;39389;0;0;0;0;46110;3108;0.0674;3734;-626
04.06.2016;'23 - 24;28,88;31,69;-2,81;39389;0;0;0;0;46110;3064;0.0665;3627;-563
05.06.2016;'00 - 01;24,43;21,1;3,33;39389;0;0;0;0;46110;2608;0.0566;2974;-366
05.06.2016;'01 - 02;22;19,66;2,34;39389;0;0;0;0;46110;2224;0.0482;2543;-319
05.06.2016;'02 - 03;20,08;18,18;1,9;39389;0;0;0;0;46110;1914;0.0415;2160;-246
05.06.2016;'03 - 04;19,08;15,35;3,73;39389;0;0;0;0;46110;1589;0.0344;1894;-305
05.06.2016;'04 - 05;18,03;15,44;2,59;39389;3;0.0001;6;-3;46110;1368;0.0296;1651;-283
05.06.2016;'05 - 06;16,61;13,72;2,89;39389;318;0.0081;318;0;46110;1242;0.0269;1434;-192
05.06.2016;'06 - 07;16,09;10,22;5,87;39389;1764;0.0448;1800;-36;46110;1137;0.0246;1184;-47
05.06.2016;'07 - 08;17,78;16,24;1,54;39389;4653;0.1181;4972;-319;46110;872;0.0189;889;-17
05.06.2016;'08 - 09;17,89;19,83;-1,94;39389;8148;0.2069;9029;-881;46110;604;0.0131;632;-28
05.06.2016;'09 - 10;17,08;22,36;-5,28;39389;11892;0.3019;13133;-1241;46110;605;0.0131;525;80
05.06.2016;'10 - 11;17,84;22,39;-4,55;39389;15441;0.392;16503;-1062;46110;718;0.0156;535;183
05.06.2016;'11 - 12;18,48;23,43;-4,95;39389;18225;0.4627;18786;-561;46110;894;0.0194;618;276
05.06.2016;'12 - 13;17,94;22,19;-4,25;39389;20234;0.5137;19993;241;46110;1144;0.0248;764;380
05.06.2016;'13 - 14;15,15;20,96;-5,81;39389;20901;0.5306;20044;857;46110;1478;0.032;954;524
05.06.2016;'14 - 15;14,47;17,82;-3,35;39389;20130;0.5111;18761;1369;46110;1814;0.0394;1201;613
05.06.2016;'15 - 16;14,03;13,56;0,47;39389;17920;0.455;16470;1450;46110;2452;0.0532;1551;901
05.06.2016;'16 - 17;14,54;14,19;0,35;39389;15126;0.384;13604;1522;46110;3077;0.0668;1934;1143
05.06.2016;'17 - 18;18,62;19,28;-0,66;39389;11061;0.2808;9973;1088;46110;3559;0.0772;2318;1241
05.06.2016;'18 - 19;23,91;30,5;-6,59;39389;6590;0.1673;6104;486;46110;3525;0.0764;2603;922
05.06.2016;'19 - 20;26,92;35,1;-8,18;39389;3165;0.0803;2876;289;46110;3330;0.0722;2836;494
05.06.2016;'20 - 21;28,85;32,76;-3,91;39389;994;0.0252;863;131;46110;3349;0.0726;2762;587
05.06.2016;'21 - 22;29,14;34,17;-5,03;39389;72;0.0018;60;12;46110;3646;0.0791;2880;766
05.06.2016;'22 - 23;30,74;36,03;-5,29;39389;0;0;0;0;46110;3784;0.082;3137;647
05.06.2016;'23 - 24;27,93;31,37;-3,44;39389;0;0;0;0;46110;3281;0.0712;3244;37
06.06.2016;'00 - 01;24,59;26,27;-1,68;39391;0;0;0;0;46113;2884;0.0625;3112;-228
06.06.2016;'01 - 02;22,76;25,71;-2,95;39391;0;0;0;0;46113;2764;0.0599;2954;-190
06.06.2016;'02 - 03;21,87;25,74;-3,87;39391;0;0;0;0;46113;2657;0.0576;2935;-278
06.06.2016;'03 - 04;21,19;24,53;-3,34;39391;0;0;0;0;46113;2495;0.0541;3000;-505
06.06.2016;'04 - 05;21,15;22,1;-0,95;39391;3;0.0001;6;-3;46113;2690;0.0584;3066;-376
06.06.2016;'05 - 06;22,71;26,64;-3,93;39391;354;0.009;359;-5;46113;2780;0.0603;3014;-234
06.06.2016;'06 - 07;29,98;34,74;-4,76;39391;1932;0.0491;2005;-73;46113;2558;0.0555;2677;-119
06.06.2016;'07 - 08;36,16;39,4;-3,24;39391;5612;0.1425;5782;-170;46113;1781;0.0386;2209;-428
06.06.2016;'08 - 09;37,82;42,77;-4,95;39391;10620;0.2696;10951;-331;46113;1366;0.0296;1895;-529
06.06.2016;'09 - 10;34,94;36,2;-1,26;39391;15891;0.4034;16216;-325;46113;1035;0.0224;1757;-722
06.06.2016;'10 - 11;32,57;31,01;1,56;39391;20674;0.5248;20479;195;46113;936;0.0203;1716;-780
06.06.2016;'11 - 12;31,93;28,64;3,29;39391;23960;0.6082;23223;737;46113;1174;0.0255;1777;-603
06.06.2016;'12 - 13;28,63;24,84;3,79;39391;25468;0.6465;24518;950;46113;1517;0.0329;1902;-385
06.06.2016;'13 - 14;28,08;25,21;2,87;39391;25389;0.6445;24354;1035;46113;1785;0.0387;2043;-258
06.06.2016;'14 - 15;28,78;25,67;3,11;39391;23967;0.6084;22776;1191;46113;1946;0.0422;2195;-249
06.06.2016;'15 - 16;29,63;25,57;4,06;39391;20985;0.5328;20042;943;46113;2355;0.0511;2410;-55
06.06.2016;'16 - 17;30,99;24,84;6,15;39391;17340;0.4402;16407;933;46113;2871;0.0622;2677;194
06.06.2016;'17 - 18;34,68;29,2;5,48;39391;12581;0.3194;11826;755;46113;3180;0.069;3067;113
06.06.2016;'18 - 19;38,76;32,5;6,26;39391;7677;0.1949;6926;751;46113;3598;0.078;3599;-1
06.06.2016;'19 - 20;41,06;34,76;6,3;39391;3657;0.0928;3070;587;46113;3800;0.0824;4138;-338
06.06.2016;'20 - 21;37,31;32,37;4,94;39391;1168;0.0296;972;196;46113;3762;0.0816;4502;-740
06.06.2016;'21 - 22;34,2;29,45;4,75;39391;69;0.0018;67;2;46113;4434;0.0962;5068;-634
06.06.2016;'22 - 23;33,81;29,05;4,76;39391;0;0;0;0;46113;5331;0.1156;5645;-314
06.06.2016;'23 - 24;28,79;25,54;3,25;39391;0;0;0;0;46113;5519;0.1197;5902;-383
07.06.2016;'00 - 01;24,85;26,9;-2,05;39393;0;0;0;0;46130;5262;0.1141;5594;-332
07.06.2016;'01 - 02;23,34;25,48;-2,14;39393;0;0;0;0;46130;4730;0.1026;5209;-479
07.06.2016;'02 - 03;22,59;23,18;-0,59;39393;0;0;0;0;46130;4051;0.0878;4774;-723
07.06.2016;'03 - 04;21,58;22,16;-0,58;39393;0;0;0;0;46130;3544;0.0768;4394;-850
07.06.2016;'04 - 05;21,67;22,67;-1;39393;4;0.0001;6;-2;46130;3103;0.0672;4029;-926
07.06.2016;'05 - 06;22,09;26,55;-4,46;39393;386;0.0098;379;7;46130;2738;0.0594;3568;-830
07.06.2016;'06 - 07;29,68;31,33;-1,65;39393;2062;0.0524;1985;77;46130;2232;0.0484;2850;-618
07.06.2016;'07 - 08;35,82;34,17;1,65;39393;6152;0.1562;5925;227;46130;1220;0.0265;1951;-731
07.06.2016;'08 - 09;39,48;34,98;4,5;39393;11657;0.296;11336;321;46130;474;0.0103;1256;-782
07.06.2016;'09 - 10;34,49;29,7;4,79;39393;16908;0.4292;16699;209;46130;246;0.0053;956;-710
07.06.2016;'10 - 11;29,15;29,43;-0,28;39393;21267;0.5399;20972;295;46130;270;0.0059;827;-557
07.06.2016;'11 - 12;28,8;27,63;1,17;39393;24148;0.613;23661;487;46130;422;0.0092;757;-335
07.06.2016;'12 - 13;25,94;25,65;0,29;39393;25522;0.6478;24846;676;46130;606;0.0131;712;-106
07.06.2016;'13 - 14;25,59;25,64;-0,05;39393;25261;0.6412;24635;626;46130;772;0.0167;655;117
07.06.2016;'14 - 15;25,18;26,14;-0,96;39393;23341;0.5925;23182;159;46130;956;0.0207;652;304
07.06.2016;'15 - 16;26,41;27,66;-1,25;39393;20241;0.5138;20516;-275;46130;1244;0.027;747;497
07.06.2016;'16 - 17;27,53;28,59;-1,06;39393;16041;0.4072;16742;-701;46130;1726;0.0374;865;861
07.06.2016;'17 - 18;32,13;30,21;1,92;39393;11286;0.2865;11991;-705;46130;2059;0.0446;993;1066
07.06.2016;'18 - 19;36,02;33,51;2,51;39393;6743;0.1712;6933;-190;46130;2076;0.045;1119;957
07.06.2016;'19 - 20;38,48;33,3;5,18;39393;3004;0.0763;2965;39;46130;2168;0.047;1248;920
07.06.2016;'20 - 21;34,9;30,77;4,13;39393;842;0.0214;964;-122;46130;1970;0.0427;1534;436
07.06.2016;'21 - 22;32,97;30,42;2,55;39393;62;0.0016;72;-10;46130;2454;0.0532;1965;489
07.06.2016;'22 - 23;32,59;29,83;2,76;39393;0;0;0;0;46130;3046;0.066;2396;650
07.06.2016;'23 - 24;27,54;25,28;2,26;39393;0;0;0;0;46130;3601;0.078;2692;909
08.06.2016;'00 - 01;25,98;21,3;4,68;39398;0;0;0;0;46154;3747;0.0812;3226;521
08.06.2016;'01 - 02;23,89;20,58;3,31;39398;0;0;0;0;46154;3814;0.0826;3426;388
08.06.2016;'02 - 03;22,83;18,9;3,93;39398;0;0;0;0;46154;3908;0.0847;3568;340
08.06.2016;'03 - 04;21,68;18,24;3,44;39398;0;0;0;0;46154;4038;0.0875;3608;430
08.06.2016;'04 - 05;21,54;17,61;3,93;39398;4;0.0001;7;-3;46154;4530;0.0982;3620;910
08.06.2016;'05 - 06;23,38;17,28;6,1;39398;335;0.0085;345;-10;46154;4465;0.0968;3519;946
08.06.2016;'06 - 07;28,21;19,79;8,42;39398;1838;0.0466;1806;32;46154;4028;0.0872;3301;727
08.06.2016;'07 - 08;35,07;30,58;4,49;39398;4628;0.1175;4954;-326;46154;3832;0.083;3075;757
08.06.2016;'08 - 09;41,31;36,16;5,15;39398;7851;0.1992;8840;-989;46154;3420;0.0741;3021;399
08.06.2016;'09 - 10;37,33;34,18;3,15;39398;11260;0.2858;12694;-1434;46154;3675;0.0796;3281;394
08.06.2016;'10 - 11;34,25;35,62;-1,37;39398;14509;0.3682;15861;-1352;46154;4316;0.0935;3783;533
08.06.2016;'11 - 12;32,99;35,47;-2,48;39398;16657;0.4228;18176;-1519;46154;5231;0.1133;4481;750
08.06.2016;'12 - 13;28,52;31,34;-2,82;39398;17973;0.4562;19546;-1573;46154;6042;0.1309;5417;625
08.06.2016;'13 - 14;27,6;29,94;-2,34;39398;18585;0.4717;19731;-1146;46154;7180;0.1556;6475;705
08.06.2016;'14 - 15;27,18;29,16;-1,98;39398;17964;0.456;18736;-772;46154;8371;0.1814;7542;829
08.06.2016;'15 - 16;26,37;27,27;-0,9;39398;16098;0.4086;16593;-495;46154;9445;0.2046;8551;894
08.06.2016;'16 - 17;26;26,31;-0,31;39398;13339;0.3386;13689;-350;46154;10300;0.2232;9353;947
08.06.2016;'17 - 18;28,24;25,86;2,38;39398;9641;0.2447;9936;-295;46154;11170;0.242;9775;1395
08.06.2016;'18 - 19;30,68;26,24;4,44;39398;5755;0.1461;6034;-279;46154;11254;0.2438;9701;1553
08.06.2016;'19 - 20;32,9;28,07;4,83;39398;2770;0.0703;2803;-33;46154;10750;0.2329;9411;1339
08.06.2016;'20 - 21;32,12;27,87;4,25;39398;896;0.0228;870;26;46154;9704;0.2102;9034;670
08.06.2016;'21 - 22;32,55;29,37;3,18;39398;84;0.0021;76;8;46154;8933;0.1936;8942;-9
08.06.2016;'22 - 23;30,9;28,65;2,25;39398;0;0;0;0;46154;8501;0.1842;9051;-550
08.06.2016;'23 - 24;26,5;26,01;0,49;39398;0;0;0;0;46154;7578;0.1642;9018;-1440
09.06.2016;'00 - 01;23,67;23,01;0,66;39411;0;0;0;0;46182;6638;0.1438;7808;-1170
09.06.2016;'01 - 02;21,87;20,57;1,3;39411;0;0;0;0;46182;5422;0.1174;7350;-1928
09.06.2016;'02 - 03;20,81;22,09;-1,28;39411;0;0;0;0;46182;4714;0.1021;6824;-2110
09.06.2016;'03 - 04;20,58;21,62;-1,04;39411;0;0;0;0;46182;4202;0.091;6276;-2074
09.06.2016;'04 - 05;21,11;23,14;-2,03;39411;2;0.0001;5;-3;46182;3895;0.0844;5700;-1805
09.06.2016;'05 - 06;23,06;23,38;-0,32;39411;249;0.0063;256;-7;46182;3652;0.0791;5122;-1470
09.06.2016;'06 - 07;28,03;31;-2,97;39411;1436;0.0364;1455;-19;46182;3312;0.0717;4432;-1120
09.06.2016;'07 - 08;33,97;38,15;-4,18;39411;3490;0.0885;3677;-187;46182;2608;0.0565;3667;-1059
09.06.2016;'08 - 09;43,08;42,25;0,83;39411;6138;0.1558;6404;-266;46182;2031;0.044;2937;-906
09.06.2016;'09 - 10;44;43,54;0,46;39411;8811;0.2236;9331;-520;46182;1712;0.0371;2600;-888
09.06.2016;'10 - 11;42,89;39,75;3,14;39411;11842;0.3005;12262;-420;46182;1676;0.0363;2513;-837
09.06.2016;'11 - 12;41,4;36,87;4,53;39411;14738;0.374;14846;-108;46182;1793;0.0388;2504;-711
09.06.2016;'12 - 13;34,99;32,14;2,85;39411;16717;0.4242;16762;-45;46182;2107;0.0456;2600;-493
09.06.2016;'13 - 14;33,93;30,63;3,3;39411;17662;0.4481;17893;-231;46182;2771;0.06;2965;-194
09.06.2016;'14 - 15;30,2;29,42;0,78;39411;17501;0.444;18060;-559;46182;3621;0.0784;3656;-35
09.06.2016;'15 - 16;27,34;25,57;1,77;39411;16810;0.4265;16963;-153;46182;3898;0.0844;4579;-681
09.06.2016;'16 - 17;27,01;24,41;2,6;39411;15037;0.3816;14598;439;46182;4671;0.1011;5457;-786
09.06.2016;'17 - 18;28,84;26,13;2,71;39411;11868;0.3012;11068;800;46182;5332;0.1154;6004;-672
09.06.2016;'18 - 19;32,95;28,11;4,84;39411;7763;0.197;6941;822;46182;5794;0.1255;6239;-445
09.06.2016;'19 - 20;34,94;30,42;4,52;39411;3833;0.0972;3206;627;46182;5741;0.1243;6266;-525
09.06.2016;'20 - 21;33,7;30,44;3,26;39411;1240;0.0315;995;245;46182;5360;0.1161;6165;-805
09.06.2016;'21 - 22;31,51;28,41;3,1;39411;100;0.0025;87;13;46182;5502;0.1192;6041;-539
09.06.2016;'22 - 23;30,49;29,67;0,82;39411;0;0;0;0;46182;5922;0.1282;6037;-115
09.06.2016;'23 - 24;25,89;26,46;-0,57;39411;0;0;0;0;46182;6701;0.1451;6176;525
10.06.2016;'00 - 01;23,55;23,49;0,06;39414;0;0;0;0;46196;6849;0.1482;7227;-378
